job_id,source,source_job_id,job_title,company,job_description,location,country,work_mode,remote_eligible,remote_scope,job_field,industry,employment_type,experience_required,education_required,salary,currency,date_posted,application_deadline,tech_category,vacancy_url,scraped_at
c1a6faeffaa35184,MyJobMag,c1a6faeffaa35184,Data Analyst at TakaTaka Solutions,TakaTaka Solutions,,Kiambu,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,2 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-analyst-takataka-solutions,2026-08-24T21:41:55.147180+00:00
39e825beda78db31,MyJobMag,39e825beda78db31,Data Analyst Team Lead at Rainforest Alliance,Rainforest Alliance,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,7 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-analyst-team-lead-rainforest-alliance-3,2026-08-24T21:41:57.961768+00:00
850d739539cc3708,MyJobMag,850d739539cc3708,Data Analyst at Tenwek Hospital,Tenwek Hospital,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-analyst-tenwek-hospital-1,2026-08-24T21:42:00.638243+00:00
f060f88949c02fe8,MyJobMag,f060f88949c02fe8,Data Analyst at The Digital Monkeys,The Digital Monkeys,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,3 years,"BA/BSc/HND , Diploma",,,,,Data & AI,https://www.myjobmag.co.ke/job/data-analyst-the-digital-monkeys,2026-08-24T21:42:03.309877+00:00
f610b637ab924420,MyJobMag,f610b637ab924420,Data Engineer at Abacus,Abacus,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,40 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-engineer-abacus,2026-08-24T21:42:44.678950+00:00
fd2e06c3f6306676,MyJobMag,fd2e06c3f6306676,Data Engineer (Azure Databricks) at Execafrica Recruitment Limited,Execafrica Recruitment Limited,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,15 years,BA/BSc/HND,"150,000 Negotiable Role Summary Are you passionate about data and eager to be part of a rapidly growing company at the forefront of technology? If so, we have an exciting opportunity for you. Our client is a dynamic and diversified group of companies specialising in distribution,ship supply, retail, and wholesale operations. We are seeking a talented Data Engineer (Azure Databricks) to join our expanding Technology Team. The successful candidate will be based in either Kigali, Rwanda or Nairobi, Kenya, supporting our African operations and Group-wide data initiatives. As part of our digital transformation journey, we are building a modern enterprise data platform. Our current landscape includes Microsoft Dynamics 365 Business Central, Microsoft Dynamics NAV, MuleSoft integration services, Azure technologies, and Power BI analytics solutions. We are currently implementing an Azure Databricks Lakehouse platform to create a scalable, governed, and future-ready data ecosystem. This role presents an exciting opportunity to help shape and develop the next generation of our enterprise data platform. Duties and Responsibilities Design, develop, and maintain scalable data pipelines using Azure Databricks. Build and manage data ingestion processes from ERP, sales, logistics, finance, warehouse, and external systems Develop and maintain Lakehouse data architectures following Medallion principles (Bronze, Silver, Gold). Create robust ETL/ELT processes using Databricks, PySpark, SQL, and Azure services. Implement data quality, validation, monitoring, and governance processes. Develop and maintain dimensional data models to support business intelligence and reporting requirements. Work closely with Business Analysts, BI Developers, and Business Stakeholders to translate business requirements into scalable data solutions. Optimise data processing workloads for performance, reliability, and cost efficiency. Support real-time and batch data processing initiatives. Contribute to continuous improvement initiatives and adoption of modern data engineering best practices. Essential Skills and Experience Experience working in a Data Engineering role. Strong knowledge of SQL and relational databases. Experience developing ETL/ELT pipelines. Experience with Azure Databricks, Spark, or similar cloud-based data platforms. Strong programming skills using Python and/or PySpark. Experience designing and implementing data models and data warehouse solutions. Knowledge of data governance, data quality, and master data management principles. Experience integrating data from multiple systems and APIs. Strong analytical and problem-solving abilities. Excellent communication and stakeholder management skills. Ability to work independently while remaining a collaborative team player. Desirable Skills Microsoft Azure Data Services. Delta Lake and Unity Catalog. Azure Data Factory. Power BI and analytics platforms. MuleSoft integrations. Experience with Microsoft Dynamics Business Central or NAV. Databricks Certifications. Azure Data Engineer Associate Certification (DP-203). What We Offer Opportunity to work on a modern Azure Databricks Lakehouse implementation. Exposure to large-scale distribution, retail, logistics, and supply chain datasets. International project exposure across multiple African and European markets. Professional growth within a well-established and rapidly evolving organisation. Collaborative and innovative work environment. Competitive remuneration package and benefits.",,,,Data & AI,https://www.myjobmag.co.ke/job/data-engineer-azure-databricks-execafrica-recruitment-limited,2026-08-24T21:42:47.436594+00:00
7a506580a0f19a6a,MyJobMag,7a506580a0f19a6a,Data Engineer at CloudFactory,CloudFactory,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Contract , Full Time , Hybrid",4 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-engineer-cloudfactory-1,2026-08-24T21:42:50.735432+00:00
1b553cff25f0a244,MyJobMag,1b553cff25f0a244,Data Engineer at CrossBoundary,CrossBoundary,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,4 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-engineer-crossboundary-1,2026-08-24T21:42:53.380691+00:00
ee36071b7d2e57ac,MyJobMag,ee36071b7d2e57ac,Data Engineer at Moniepoint,Moniepoint,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,5 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-engineer-moniepoint-10,2026-08-24T21:42:56.384942+00:00
fd3725c684dd9cb3,MyJobMag,fd3725c684dd9cb3,Data Science Trainer at Mediacrest Training College,Mediacrest Training College,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , Education / Teaching / Training , ICT / Computer",,Full Time,,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-science-trainer-mediacrest-training-college-3,2026-08-24T21:43:35.097731+00:00
6b37c9348f7fb678,MyJobMag,6b37c9348f7fb678,Data Scientist (1 Year Fixed-Term Contract) at Britam,Britam,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Contract , Full Time",1 Year,"BA/BSc/HND , MBA/MSc/MA",,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-1-year-fixed-term-contract-britam,2026-08-24T21:43:37.852101+00:00
2c5caf7bbecfc784,MyJobMag,2c5caf7bbecfc784,Data Scientist at Britam,Britam,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Contract,2 years,"BA/BSc/HND , MBA/MSc/MA",,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-britam,2026-08-24T21:43:40.601005+00:00
05d845aa1d4896bc,MyJobMag,05d845aa1d4896bc,Data Scientist at Educate!,Educate!,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,,"BA/BSc/HND , MBA/MSc/MA",,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-educate-1,2026-08-24T21:43:43.371019+00:00
54125220c30840f1,MyJobMag,54125220c30840f1,Data Scientist (Fraud) at Moniepoint,Moniepoint,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Remote,3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-fraud-moniepoint,2026-08-24T21:43:46.136426+00:00
791344f9d97083ab,MyJobMag,791344f9d97083ab,Data Scientist at Girl Effect,Girl Effect,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Full Time , Remote",,"BA/BSc/HND , MBA/MSc/MA",,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-girl-effect-1,2026-08-24T21:43:49.016674+00:00
7ed797d4e5671a92,MyJobMag,7ed797d4e5671a92,Data Scientist II at Innovations for Poverty Action (IPA),Innovations for Poverty Action (IPA),,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/data-scientist-ii-innovations-for-poverty-action-ipa,2026-08-24T21:43:52.116976+00:00
2a5dd4495552e18c,MyJobMag,2a5dd4495552e18c,"Development Programme, Internship - Data Science/Analytics at Standard Bank Group",Standard Bank Group,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer , Internships",,Contract,,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/development-programme-internship-data-science-analytics-standard-bank-group,2026-08-24T21:44:27.196399+00:00
a18501b0b4bd37b5,MyJobMag,a18501b0b4bd37b5,Employee Engagement Data Analyst at World Vision Kenya,World Vision Kenya,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , Human Resources / HR , ICT / Computer",,Full Time,,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/employee-engagement-data-analyst-world-vision-kenya,2026-08-24T21:45:12.770505+00:00
da1c7ebf6de0c0e5,MyJobMag,da1c7ebf6de0c0e5,Fraud Data Analyst at NALA,NALA,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,5 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/fraud-data-analyst-nala,2026-08-24T21:46:24.863687+00:00
8a97ac628780837c,MyJobMag,8a97ac628780837c,Full-Stack AI Engineer at Pavago,Pavago,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Full Time , Remote",3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/full-stack-ai-engineer-pavago,2026-08-24T21:46:30.567035+00:00
96b213fc5ebb2d8c,MyJobMag,96b213fc5ebb2d8c,Full Stack Developer at Sheer Logic,Sheer Logic,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,4 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/full-stack-developer-sheer-logistics,2026-08-24T21:46:33.288835+00:00
6226a7900f21452a,MyJobMag,6226a7900f21452a,Full Stack Developer at Unga Holding,Unga Holding,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,5 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/full-stack-developer-unga-holding-1,2026-08-24T21:46:36.122034+00:00
501cf70dea467991,MyJobMag,501cf70dea467991,Full Stack Engineer at Co-operative Bank of Kenya,Co-operative Bank of Kenya,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,3 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/full-stack-engineer-co-operative-bank-of-kenya,2026-08-24T21:46:38.897731+00:00
735bcb93cc4b2c00,MyJobMag,735bcb93cc4b2c00,Funded-MSc ICT (must have evidence of Artificial Intelligence Application) at University of Embu,University of Embu,,Embu,Kenya,,0,,ICT / Computer,,Full Time,,"MBA/MSc/MA , PhD/Fellowship",,,,,Data & AI,https://www.myjobmag.co.ke/job/funded-msc-ict-must-have-evidence-of-artificial-intelligence-application-university-of-embu,2026-08-24T21:46:44.363402+00:00
2af8fcef0df3b049,MyJobMag,2af8fcef0df3b049,Generative AI Engineer at Solvo Global,Solvo Global,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Full Time , Remote",3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/generative-ai-engineer-solvo-global,2026-08-24T21:46:49.850985+00:00
0e930b132e8a1350,MyJobMag,0e930b132e8a1350,Head of Cloud & Cyber Security at Liquid Intelligent Technologies,Liquid Intelligent Technologies,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,5 years,"BA/BSc/HND , Professional Certificate",,,,,Cybersecurity,https://www.myjobmag.co.ke/job/head-of-cloud-cyber-security-liquid-intelligent-technologies-1,2026-08-24T21:47:38.807863+00:00
10a7ff773d3d0f7e,MyJobMag,10a7ff773d3d0f7e,ICT Intern - Software Developer at Amref Kenya,Amref Kenya,,Nairobi,Kenya,,0,,"ICT / Computer , Internships",,Full Time,,"BA/BSc/HND , Diploma",,,,,Software & IT,https://www.myjobmag.co.ke/job/ict-intern-software-developer-amref-kenya-1,2026-08-24T21:48:34.925524+00:00
ec4bd4a2949298b2,MyJobMag,ec4bd4a2949298b2,ICT Officer – Physical Hardware Support at Frank Management Consult Ltd,Frank Management Consult Ltd,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,3 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/ict-officer-physical-hardware-support-frank-management-consult-ltd,2026-08-24T21:48:40.370279+00:00
afd3af0beac7703e,MyJobMag,afd3af0beac7703e,ICT Support Officer at Username Properities,Username Properities,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,3 years,"BA/BSc/HND , Professional Certificate",Scale,,,,Software & IT,https://www.myjobmag.co.ke/job/ict-support-officer-username-trade,2026-08-24T21:48:51.618736+00:00
82f71c393843b5d8,MyJobMag,82f71c393843b5d8,"Intern Data Analyst, Data Insights at Save the Children",Save the Children,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer , Internships",,"Remote , Hybrid",,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/intern-data-analyst-data-insights-save-the-children,2026-08-24T21:49:52.231394+00:00
8f772190b35f6be2,MyJobMag,8f772190b35f6be2,IT Programmer & Web Developer Intern at Future Kenya Ltd,Future Kenya Ltd,,Nairobi,Kenya,,0,,"ICT / Computer , Internships",,"Contract , Full Time",5 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/it-programmer-web-developer-intern-future-kenya-ltd,2026-08-24T21:50:40.471347+00:00
dbb3bfcbc5a5bbc8,MyJobMag,dbb3bfcbc5a5bbc8,IT Support Officer at Missions of Hope International (MOHI),Missions of Hope International (MOHI),,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,3 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/it-support-officer-missions-of-hope-international-mohi,2026-08-24T21:50:51.603847+00:00
5dee4180060afda5,MyJobMag,5dee4180060afda5,Junior Software Engineer at CIC Insurance,CIC Insurance,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,2 years,BA/BSc/HND,,,,,Software & IT,https://www.myjobmag.co.ke/job/junior-software-engineer-cic-insurance,2026-08-24T21:51:14.363768+00:00
94b96f659c786733,MyJobMag,94b96f659c786733,KE-Data Analyst (National) at Church World Service,Church World Service,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,Full Time,5 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/ke-data-analyst-national-church-world-service-1,2026-08-24T21:51:20.307931+00:00
5404818a9f7531e1,MyJobMag,5404818a9f7531e1,Key expert 2: Data Science And Software Engineering at Sustainet Group,Sustainet Group,,Nairobi,Kenya,,0,,"Data, Business Analysis and AI , ICT / Computer",,"Contract , Full Time",3 years,BA/BSc/HND,,,,,Data & AI,https://www.myjobmag.co.ke/job/key-expert-2-data-science-and-software-engineering-sustainet-group,2026-08-24T21:51:31.874618+00:00
ef0c1a3d286764fa,MyJobMag,ef0c1a3d286764fa,Lead Application Engineer at Nairobi Hospital,Nairobi Hospital,,Nairobi,Kenya,,0,,ICT / Computer,,Full Time,12 years,"BA/BSc/HND , MBA/MSc/MA , Professional Certificate",,,,,Software & IT,https://www.myjobmag.co.ke/job/lead-application-engineer-nairobi-hospital,2026-08-24T21:51:40.075474+00:00
